order_id,order_date,customer_name,city,product,product_type,payment_type,order_value,delay,attempts,risk,status,action
ORD03048,2026-05-03,Rohan Pillai,Chennai,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,963,5,5,Medium,Delivered,Send Reminder
ORD03049,2026-05-03,Gaurav Bose,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,993,1,3,High,Delivered,Call Customer
ORD03050,2026-05-03,Rohan Nair,Ahmedabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1090,7,2,High,Returned,Call Customer
ORD03051,2026-05-03,Rekha Das,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1173,3,2,Low,Delivered,Normal Delivery
ORD03052,2026-05-03,Nikhil Dubey,Pune,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,965,7,4,Medium,Delivered,Send Reminder
ORD03053,2026-05-03,Swati Singh,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1179,13,5,High,Returned,Call Customer
ORD03054,2026-05-03,Vikas Thakur,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1054,6,5,Medium,Delivered,Send Reminder
ORD03055,2026-05-03,Neha Thakur,Bangalore,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,1,2,Medium,Delivered,Send Reminder
ORD03056,2026-05-03,Pooja Chauhan,Jaipur,Pack of 4 Stainless Steel Straws,Straws,UPI,349,11,4,Low,Delivered,Normal Delivery
ORD03057,2026-05-03,Nikhil Yadav,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,973,12,2,Medium,Delivered,Send Reminder
ORD03058,2026-05-03,Rahul Patel,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1084,13,3,Medium,Delivered,Send Reminder
ORD03059,2026-05-03,Aakash Bose,Surat,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1086,8,1,Medium,Delivered,Send Reminder
ORD03060,2026-05-03,Swati Singh,Vadodara,Borosilicate Glass Bottle Duo 750ml,Water Bottle Combo,UPI,1499,14,2,Medium,Delivered,Send Reminder
ORD03061,2026-05-03,Varun Jain,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1182,3,2,Medium,Delivered,Send Reminder
ORD03062,2026-05-03,Siddharth Dubey,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1072,2,2,Low,Delivered,Normal Delivery
ORD03063,2026-05-03,Rohan Shah,Jaipur,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,961,9,3,High,Returned,Call Customer
ORD03064,2026-05-03,Suresh Chauhan,Hyderabad,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,6,2,Medium,Delivered,Send Reminder
ORD03065,2026-05-03,Anita Kumar,Ahmedabad,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,12,5,Low,Delivered,Normal Delivery
ORD03066,2026-05-03,Priya Kapoor,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1050,13,2,Low,Delivered,Normal Delivery
ORD03067,2026-05-03,Divya Mishra,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1181,13,3,High,Delivered,Call Customer
ORD03068,2026-05-03,Arjun Shah,Pune,Replacement Lid for 1L Motivational Bottle,1L Water Bottle,UPI,300,0,5,Medium,Delivered,Send Reminder
ORD03069,2026-05-03,Nisha Saxena,Jaipur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1176,6,1,Medium,Delivered,Send Reminder
ORD03070,2026-05-03,Vikas Verma,Kolkata,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,14,5,Medium,Delivered,Send Reminder
ORD03071,2026-05-03,Anjali Kumar,Chennai,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,9,1,Medium,Delivered,Send Reminder
ORD03072,2026-05-03,Divya Das,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,897,14,5,Low,Delivered,Normal Delivery
ORD03073,2026-05-03,Nisha Tiwari,Lucknow,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,885,1,1,Low,Delivered,Normal Delivery
ORD03074,2026-05-03,Manoj Kapoor,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1149,11,1,Low,Delivered,Normal Delivery
ORD03075,2026-05-03,Aakash Saxena,Patna,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,906,12,1,Medium,Delivered,Send Reminder
ORD03076,2026-05-03,Gaurav Pillai,Delhi,GlassUp Lunch Box 500ml,500ml Lunch Box,COD,962,1,3,High,Returned,Call Customer
ORD03077,2026-05-03,Vikram Mishra,Ahmedabad,1L Motivational Glass Sipper Bottle Duo,1L Water Bottle,Credit Card,2008,10,1,High,Returned,Call Customer
ORD03078,2026-05-03,Ishaan Sharma,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1171,3,1,Medium,Delivered,Send Reminder
ORD03079,2026-05-03,Anjali Kulkarni,Indore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1075,4,4,Medium,Delivered,Send Reminder
ORD03080,2026-05-03,Meera Tripathi,Kota,GlassUp Lunch Box Set of 2 (500ml),500ml Lunch Box Combos,UPI,1549,1,5,High,Delivered,Call Customer
ORD03081,2026-05-03,Geeta Mishra,Surat,Customized Borosilicate Glass Bottle 750ml,Water Bottle,UPI,979,9,5,Medium,Delivered,Send Reminder
ORD03082,2026-05-03,Seema Srivastava,Ahmedabad,Glass Lunch Box Set of 3 (300ml) with Bag & Bottle,300ml Lunch Box Combos,COD,2960,8,4,High,Returned,Call Customer
ORD03083,2026-05-03,Manish Kumar,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1077,6,4,Low,Delivered,Normal Delivery
ORD03084,2026-05-03,Priya Pillai,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,963,0,3,Medium,Delivered,Send Reminder
ORD03085,2026-05-03,Varun Mehta,Patna,Customized Borosilicate Glass Bottle 750ml,Water Bottle,UPI,979,4,3,Medium,Delivered,Send Reminder
ORD03086,2026-05-03,Swati Agarwal,Chennai,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,2,5,Medium,Delivered,Send Reminder
ORD03087,2026-05-03,Arjun Tiwari,Patna,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,925,9,5,Medium,Delivered,Send Reminder
ORD03088,2026-05-03,Geeta Gupta,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1089,14,4,High,Returned,Call Customer
ORD03089,2026-05-03,Yash Mishra,Ahmedabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,887,6,4,High,Returned,Call Customer
ORD03090,2026-05-03,Divya Reddy,Lucknow,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1050,12,5,High,Returned,Call Customer
ORD03091,2026-05-03,Geeta Chauhan,Lucknow,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,994,6,5,Low,Delivered,Normal Delivery
ORD03092,2026-05-03,Arjun Rao,Mumbai,Replacement Lid for 1L Motivational Bottle,1L Water Bottle,COD,300,11,1,Medium,Delivered,Send Reminder
ORD03093,2026-05-03,Manoj Tripathi,Nagpur,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,895,1,2,High,Delivered,Call Customer
ORD03094,2026-05-03,Vikas Sharma,Lucknow,Glass Lunch Box Set of 3 (300ml) with Bag,300ml Lunch Box Combos,Debit Card,2169,14,5,High,Returned,Call Customer
ORD03095,2026-05-03,Amit Ghosh,Jaipur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1165,13,2,Low,Delivered,Normal Delivery
ORD03096,2026-05-03,Vikram Tiwari,Hyderabad,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,1,1,Low,Delivered,Normal Delivery
ORD03097,2026-05-03,Gaurav Kumar,Delhi,Canvas Eco-Friendly Lunch Bag,Lunch Bag,COD,449,10,5,Low,Delivered,Normal Delivery
ORD03098,2026-05-03,Rohan Kapoor,Surat,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1049,1,2,Medium,Delivered,Send Reminder
ORD03099,2026-05-03,Divya Kapoor,Ahmedabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1085,10,3,High,Returned,Call Customer
ORD03100,2026-05-03,Amit Malhotra,Jaipur,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,923,10,4,Low,Delivered,Normal Delivery
ORD03101,2026-05-03,Gaurav Das,Bhopal,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1158,7,1,Medium,Delivered,Send Reminder
ORD03102,2026-05-03,Suresh Tiwari,Ahmedabad,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,6,4,Low,Delivered,Normal Delivery
ORD03103,2026-05-03,Siddharth Tiwari,Kolkata,Kid's Bento Box - Customizable,Kids,UPI,2009,13,2,Medium,Delivered,Send Reminder
ORD03104,2026-05-03,Aakash Jain,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,978,2,2,Low,Delivered,Normal Delivery
ORD03105,2026-05-03,Pooja Jain,Ahmedabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1146,9,2,Low,Delivered,Normal Delivery
ORD03106,2026-05-03,Priya Das,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,986,9,1,High,Returned,Call Customer
ORD03107,2026-05-03,Rekha Singh,Ahmedabad,Customized Borosilicate Glass Bottle 750ml,Water Bottle,UPI,979,0,1,High,Returned,Call Customer
ORD03108,2026-05-03,Rohan Shah,Indore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1070,1,1,Low,Delivered,Normal Delivery
ORD03109,2026-05-03,Preeti Bose,Lucknow,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,969,8,1,High,Delivered,Call Customer
ORD03110,2026-05-03,Nisha Tripathi,Chennai,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,13,4,Medium,Delivered,Send Reminder
ORD03111,2026-05-03,Manish Kulkarni,Kota,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,5,3,High,Delivered,Call Customer
ORD03112,2026-05-03,Sneha Saxena,Kolkata,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1071,7,5,Medium,Delivered,Send Reminder
ORD03113,2026-05-03,Nidhi Chatterjee,Bangalore,Customized Borosilicate Glass Bottle 750ml,Water Bottle,Debit Card,979,14,4,Low,Delivered,Normal Delivery
ORD03114,2026-05-03,Rekha Jain,Ahmedabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1121,14,2,High,Delivered,Call Customer
ORD03115,2026-05-03,Manoj Pillai,Pune,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1153,4,4,Medium,Delivered,Send Reminder
ORD03116,2026-05-03,Kriti Jain,Mumbai,GlassUp Lunch Box Set of 3 (500ml) without Bag,500ml Lunch Box Combos,Credit Card,2299,11,4,Low,Delivered,Normal Delivery
ORD03117,2026-05-03,Manoj Shah,Bangalore,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,14,2,High,Delivered,Call Customer
ORD03118,2026-05-03,Sneha Verma,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1061,0,3,Medium,Delivered,Send Reminder
ORD03119,2026-05-03,Preeti Kumar,Jaipur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1192,7,1,Low,Delivered,Normal Delivery
ORD03120,2026-05-03,Varun Mishra,Nagpur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1063,3,3,High,Returned,Call Customer
ORD03121,2026-05-03,Sneha Kapoor,Kolkata,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1146,12,1,Low,Delivered,Normal Delivery
ORD03122,2026-05-03,Kavya Mehta,Jaipur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1063,9,5,Medium,Delivered,Send Reminder
ORD03123,2026-05-03,Pooja Chauhan,Pune,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1190,4,5,High,Delivered,Call Customer
ORD03124,2026-05-03,Pooja Kapoor,Ahmedabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,921,14,5,Medium,Delivered,Send Reminder
ORD03125,2026-05-03,Nidhi Dubey,Kolkata,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,11,2,Low,Delivered,Normal Delivery
ORD03126,2026-05-03,Varun Verma,Pune,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,932,2,5,Medium,Delivered,Send Reminder
ORD03127,2026-05-03,Manish Pandey,Hyderabad,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,2,4,High,Delivered,Call Customer
ORD03128,2026-05-03,Manish Chauhan,Nagpur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1166,13,1,Low,Delivered,Normal Delivery
ORD03129,2026-05-03,Geeta Mishra,Delhi,Borosilicate Glass Bottle Duo 750ml,Water Bottle Combo,Credit Card,1499,0,3,Low,Delivered,Normal Delivery
ORD03130,2026-05-03,Siddharth Dubey,Ahmedabad,Glass Lunch Box Set of 3 (300ml) without Bag,300ml Lunch Box Combos,UPI,1799,9,4,High,Returned,Call Customer
ORD03131,2026-05-03,Ritu Jain,Kolkata,125ml Glass Baby Feeding Bottle,Baby Bottle,COD,999,8,5,High,Delivered,Call Customer
ORD03132,2026-05-03,Varun Verma,Pune,GlassUp Lunch Box Set of 3 (500ml) with Bag,500ml Lunch Box Combos,COD,2769,11,3,Low,Delivered,Normal Delivery
ORD03133,2026-05-03,Vikram Kulkarni,Jaipur,Borosilicate Glass Lunch Box 300ml,300ml Lunch Box,COD,892,7,1,Medium,Delivered,Send Reminder
ORD03134,2026-05-03,Suresh Agarwal,Pune,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,940,8,2,Medium,Delivered,Send Reminder
ORD03135,2026-05-03,Varun Shah,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1159,0,1,Medium,Delivered,Send Reminder
ORD03136,2026-05-03,Tanya Reddy,Nagpur,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,14,4,High,Delivered,Call Customer
ORD03137,2026-05-03,Rahul Kumar,Mumbai,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,13,5,Medium,Delivered,Send Reminder
ORD03138,2026-05-03,Arjun Patel,Pune,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,13,3,Low,Delivered,Normal Delivery
ORD03139,2026-05-03,Rahul Tripathi,Indore,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,949,8,5,Low,Delivered,Normal Delivery
ORD03140,2026-05-03,Vikas Rao,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1123,8,1,Medium,Delivered,Send Reminder
ORD03141,2026-05-03,Gaurav Tiwari,Kolkata,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,922,5,5,High,Returned,Call Customer
ORD03142,2026-05-03,Priya Rao,Chennai,Borosilicate Glass Lunch Box 300ml,300ml Lunch Box,COD,705,11,5,Medium,Returned,Refund Initiated
ORD03143,2026-05-03,Rajesh Malhotra,Indore,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,882,4,1,Low,Delivered,Normal Delivery
ORD03144,2026-05-03,Harsh Mehta,Bhopal,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,993,9,2,Medium,Delivered,Send Reminder
ORD03145,2026-05-03,Sneha Dubey,Kolkata,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1084,6,3,Medium,Delivered,Send Reminder
ORD03146,2026-05-03,Neha Das,Kolkata,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,889,6,1,Medium,Delivered,Send Reminder
ORD03147,2026-05-03,Seema Dubey,Delhi,TintCup Glass Coffee Cup 350ml,Coffee Cups,UPI,998,4,5,High,Delivered,Call Customer
ORD03148,2026-05-03,Nidhi Chauhan,Chennai,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,7,1,Medium,Delivered,Send Reminder
ORD03149,2026-05-04,Vikram Kumar,Nagpur,125ml Glass Baby Feeding Bottle,Baby Bottle,Debit Card,999,6,3,Medium,Delivered,Send Reminder
ORD03150,2026-05-04,Kriti Bose,Jaipur,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,964,4,5,High,Delivered,Call Customer
ORD03151,2026-05-04,Rekha Mishra,Ahmedabad,Customized 1 Litre Bottle,1L Water Bottle,Debit Card,1199,13,4,Medium,Delivered,Send Reminder
ORD03152,2026-05-04,Priya Tripathi,Vadodara,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1160,3,2,Medium,Delivered,Send Reminder
ORD03153,2026-05-04,Kavya Reddy,Hyderabad,Customized Borosilicate Glass Bottle 750ml,Water Bottle,UPI,979,8,5,High,Returned,Call Customer
ORD03154,2026-05-04,Kriti Saxena,Nagpur,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,977,8,2,Low,Delivered,Normal Delivery
ORD03155,2026-05-04,Manoj Gupta,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,917,9,3,Medium,Delivered,Send Reminder
ORD03156,2026-05-04,Swati Gupta,Bangalore,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,5,1,Low,Delivered,Normal Delivery
ORD03157,2026-05-04,Neha Tripathi,Kolkata,Customized TintCup Coffee Cup 350ml,Coffee Cups,UPI,1049,2,1,Medium,Delivered,Send Reminder
ORD03158,2026-05-04,Harsh Gupta,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1099,12,2,Low,Returned,Refund Initiated
ORD03159,2026-05-04,Tanya Rao,Ahmedabad,Glass Lunch Box Set of 3 (300ml) without Bag,300ml Lunch Box Combos,COD,1799,7,2,Low,Delivered,Normal Delivery
ORD03160,2026-05-04,Kavya Verma,Kolkata,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1118,10,1,Medium,Delivered,Send Reminder
ORD03161,2026-05-04,Aman Jain,Pune,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,887,1,3,Low,Delivered,Normal Delivery
ORD03162,2026-05-04,Ritu Mishra,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1050,8,1,Medium,Delivered,Send Reminder
ORD03163,2026-05-04,Ravi Chauhan,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1136,9,3,Low,Delivered,Normal Delivery
ORD03164,2026-05-04,Karan Singh,Hyderabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,975,3,1,Low,Returned,Refund Initiated
ORD03165,2026-05-04,Manish Patel,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1085,13,2,High,Returned,Call Customer
ORD03166,2026-05-04,Pooja Bose,Hyderabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,992,13,4,Medium,Delivered,Send Reminder
ORD03167,2026-05-04,Geeta Bose,Ahmedabad,Borosilicate Glass Lunch Box 300ml,300ml Lunch Box,UPI,727,8,2,Medium,Delivered,Send Reminder
ORD03168,2026-05-04,Yash Iyer,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1138,12,4,High,Delivered,Call Customer
ORD03169,2026-05-04,Manish Rao,Chennai,250ml Glass Baby Feeding Bottle,Baby Bottle,COD,1049,10,3,High,Returned,Call Customer
ORD03170,2026-05-04,Vikas Ghosh,Ahmedabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,975,14,4,Medium,Delivered,Send Reminder
ORD03171,2026-05-04,Rajesh Saxena,Mumbai,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,3,2,Medium,Delivered,Send Reminder
ORD03172,2026-05-04,Amit Das,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1147,10,3,Low,Delivered,Normal Delivery
ORD03173,2026-05-04,Nikhil Malhotra,Ahmedabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1157,12,4,Low,Delivered,Normal Delivery
ORD03174,2026-05-04,Preeti Reddy,Jaipur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1093,1,5,High,Returned,Call Customer
ORD03175,2026-05-04,Yash Srivastava,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1052,3,1,Medium,Delivered,Send Reminder
ORD03176,2026-05-04,Rohan Srivastava,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1110,9,3,Low,Delivered,Normal Delivery
ORD03177,2026-05-04,Ishaan Nair,Jaipur,Customized 1 Litre Bottle,1L Water Bottle,Debit Card,1199,0,3,Medium,Delivered,Send Reminder
ORD03178,2026-05-04,Rajesh Chauhan,Indore,GlassUp Lunch Box Set of 3 (500ml) without Bag,500ml Lunch Box Combos,COD,2299,11,4,Medium,Delivered,Send Reminder
ORD03179,2026-05-04,Ravi Gupta,Surat,GlassUp Lunch Box Set of 3 (500ml) with Bag,500ml Lunch Box Combos,Debit Card,2772,3,3,Low,Delivered,Normal Delivery
ORD03180,2026-05-04,Varun Nair,Bangalore,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,10,3,Low,Returned,Refund Initiated
ORD03181,2026-05-04,Meera Patel,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1063,4,3,High,Delivered,Call Customer
ORD03182,2026-05-04,Rajesh Chatterjee,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1109,12,3,Medium,Delivered,Send Reminder
ORD03183,2026-05-04,Aakash Saxena,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,938,5,3,High,Delivered,Call Customer
ORD03184,2026-05-04,Kavya Srivastava,Nagpur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1098,10,3,Low,Delivered,Normal Delivery
ORD03185,2026-05-04,Varun Reddy,Kolkata,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,992,14,1,Low,Delivered,Normal Delivery
ORD03186,2026-05-04,Priya Thakur,Vadodara,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,964,10,1,High,Returned,Call Customer
ORD03187,2026-05-04,Vikas Chatterjee,Ahmedabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,897,7,5,Medium,Delivered,Send Reminder
ORD03188,2026-05-04,Vikram Singh,Surat,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,994,7,2,High,Delivered,Call Customer
ORD03189,2026-05-04,Vikram Kulkarni,Kota,Glass Lunch Box Set of 3 (300ml) without Bag,300ml Lunch Box Combos,COD,1799,11,1,Medium,Delivered,Send Reminder
ORD03190,2026-05-04,Preeti Mehta,Mumbai,125ml Glass Baby Feeding Bottle,Baby Bottle,UPI,999,9,5,High,Delivered,Call Customer
ORD03191,2026-05-04,Anjali Verma,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,979,12,4,Medium,Delivered,Send Reminder
ORD03192,2026-05-04,Varun Tiwari,Delhi,Kid's Bento Box - Customizable,Kids,UPI,2090,0,4,Medium,Delivered,Send Reminder
ORD03193,2026-05-04,Swati Kumar,Bangalore,Borosilicate Glass Bottle Duo 750ml,Water Bottle Combo,UPI,1499,11,1,Medium,Delivered,Send Reminder
ORD03194,2026-05-04,Varun Chatterjee,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,886,2,1,High,Delivered,Call Customer
ORD03195,2026-05-04,Divya Pandey,Surat,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,974,9,1,Medium,Delivered,Send Reminder
ORD03196,2026-05-04,Rajesh Shah,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,960,8,4,Medium,Delivered,Send Reminder
ORD03197,2026-05-04,Simran Thakur,Delhi,GlassUp Lunch Box Set of 2 (500ml),500ml Lunch Box Combos,UPI,1549,0,5,High,Delivered,Call Customer
ORD03198,2026-05-04,Manoj Nair,Ahmedabad,GlassUp Lunch Box Set of 3 (500ml) without Bag,500ml Lunch Box Combos,UPI,2299,10,1,Medium,Delivered,Send Reminder
ORD03199,2026-05-04,Rajesh Patel,Surat,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1110,1,2,High,Delivered,Call Customer
ORD03200,2026-05-04,Neha Malhotra,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,888,3,3,High,Returned,Call Customer
ORD03201,2026-05-04,Swati Agarwal,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,948,8,5,High,Delivered,Call Customer
ORD03202,2026-05-04,Seema Singh,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,901,11,1,High,Returned,Call Customer
ORD03203,2026-05-04,Varun Ghosh,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1154,9,1,High,Returned,Refund Initiated
ORD03204,2026-05-04,Ritu Kulkarni,Jaipur,GlassUp Lunch Box 500ml,500ml Lunch Box,UPI,861,8,5,Medium,Delivered,Send Reminder
ORD03205,2026-05-04,Nikhil Malhotra,Pune,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,5,2,High,Delivered,Call Customer
ORD03206,2026-05-04,Anita Agarwal,Surat,Glass Lunch Box Set of 3 (300ml) without Bag,300ml Lunch Box Combos,Debit Card,1799,7,1,Low,Delivered,Normal Delivery
ORD03207,2026-05-04,Karan Patel,Chennai,GlassUp Lunch Box 500ml,500ml Lunch Box,Credit Card,867,10,5,High,Returned,Call Customer
ORD03208,2026-05-04,Tanya Iyer,Mumbai,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,12,1,Medium,Delivered,Send Reminder
ORD03209,2026-05-04,Suresh Ghosh,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,958,14,3,Medium,Delivered,Send Reminder
ORD03210,2026-05-04,Pooja Tripathi,Kolkata,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,897,1,5,Medium,Delivered,Send Reminder
ORD03211,2026-05-04,Vikram Thakur,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1158,10,1,Medium,Delivered,Send Reminder
ORD03212,2026-05-04,Vikas Shah,Jaipur,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,5,4,High,Delivered,Call Customer
ORD03213,2026-05-04,Rekha Mishra,Indore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1146,0,3,High,Returned,Call Customer
ORD03214,2026-05-04,Aakash Gupta,Pune,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,8,4,Low,Delivered,Normal Delivery
ORD03215,2026-05-04,Kriti Chatterjee,Jaipur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1091,11,3,Medium,Delivered,Send Reminder
ORD03216,2026-05-04,Anita Mishra,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1066,2,4,Low,Delivered,Normal Delivery
